Name,Drug name,Smiles
DB00742,DB00742,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00743,DB00743,[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O
DB00793,DB00793,ClC1=CC(Cl)=C(Cl)C=C1OCC#CI
DB00815,DB00815,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O
DB00832,DB00832,CN1C(=O)CC(C1=O)C1=CC=CC=C1
DB00856,DB00856,OCC(O)COC1=CC=C(Cl)C=C1
DB00874,DB00874,COC1=CC=CC=C1OCC(O)CO
DB00885,DB00885,CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1
DB00971,DB00971,S=[Se]=S
DB01093,DB01093,CS(C)=O
DB01187,DB01187,CCOC(=O)CCCCCCCCC(C)C1=CC=CC=C1I
DB01243,DB01243,OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2
DB01249,DB01249,CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
DB01294,DB01294,O[Bi]1OC(=O)C2=CC=CC=C2O1
DB01322,DB01322,COC1=CC(=O)OC(C1)\C=C\C1=CCCC=C1
DB01362,DB01362,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
DB01377,DB01377,[O--].[Mg++]
DB01423,DB01423,CC(SC(=O)C1=CC=CS1)C(=O)NCC(O)=O
DB01424,DB01424,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1
DB01482,DB01482,CC(CC1=CC=CC=C1)NCCN1C=NC2=C1C(=O)N(C)C(=O)N2C
DB01489,DB01489,CN(C)C(=O)OC1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N(C)C1=O
DB01495,DB01495,OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl.CN1N(C(=O)C=C1C)C1=CC=CC=C1
DB01501,DB01501,OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
DB01511,DB01511,ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
DB01545,DB01545,CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2
DB01550,DB01550,CC(CC1=CC=CC=C1)NCCC#N
DB01551,DB01551,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC
DB01553,DB01553,ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1
DB01563,DB01563,OC(O)C(Cl)(Cl)Cl
DB01574,DB01574,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Al+3].[Si+4].[Si+4].[Si+4].[Si+4].[O-][H].[H]O[H].[H]O[H].[H]O[H].[H]O[H]
DB01575,DB01575,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-]
DB01578,DB01578,CN(C(C)=O)C1=C(I)C(C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)=C(I)C(NC(C)=O)=C1I
DB01914,DB01914,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O
DB02513,DB02513,CC(C)C1=CC=C(C)C=C1O
DB03166,DB03166,CC(O)=O
DB03209,DB03209,OC(=O)C1=NC(=O)NC(=O)N1
DB03852,DB03852,C[C@@]12CC[C@@H](CC1)C(C)(C)O2
DB04038,DB04038,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DB04711,DB04711,OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I
DB04815,DB04815,OC1=C(I)C=C(Cl)C2=C1N=CC=C2
DB04816,DB04816,OC1=CC=CC2=C1C(=O)C1=C(C=CC=C1O)C2=O
DB04911,DB04911,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(NCC5=CC=C(C=C5)C5=CC=C(Cl)C=C5)[C@@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2
DB05016,DB05016,OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F
DB05154,DB05154,[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1
DB05273,DB05273,[153Sm+3].OP(O)(=O)CN(CCN(CP(O)([O-])=O)CP(O)([O-])=O)CP(O)([O-])=O
DB06150,DB06150,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
DB06193,DB06193,NCCNC1=CC=C(NCCN)C2=C1C(=O)C1=C(C=NC=C1)C2=O
DB06206,DB06206,O[C@@H]1[C@@H](O)[C@@H]2O[C@H]3O[C@H](CSCCC(O)=O)[C@@H](O[C@H]4O[C@H](CSCCC(O)=O)[C@@H](O[C@H]5O[C@H](CSCCC(O)=O)[C@@H](O[C@H]6O[C@H](CSCCC(O)=O)[C@@H](O[C@H]7O[C@H](CSCCC(O)=O)[C@@H](O[C@H]8O[C@H](CSCCC(O)=O)[C@@H](O[C@H]9O[C@H](CSCCC(O)=O)[C@@H](O[C@H]1O[C@@H]2CSCCC(O)=O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
DB06215,DB06215,[O--].[O--].[O--].[O--].[Fe++].[Fe+3].[Fe+3]
DB06219,DB06219,CC(C)CCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=C(C(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC=C(O3)C=C2)C(=O)N1)NC)O)O)Cl)O)C(=O)NCCCN(C)C)O)Cl)C(=O)O)O)O
DB06255,DB06255,OP(O)(=O)C(NC1CCCCCC1)P(O)(O)=O
DB06260,DB06260,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC1=CN=CN1)C(C)C)[C@@H](C)O)[C@H](O)CC)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(O)=O
DB06261,DB06261,[H]N([H])CC(=O)CCC(=O)OCCCCCC
DB06264,DB06264,CC(CN1CCCCC1)C(=O)C1=CC=C(C)C=C1
DB06272,DB06272,[H]\C(\C(\[H])=C1/CCC[C@@]2(C)[C@@]1([H])CC[C@]2([H])[C@]([H])(C)OCCC(C)(C)O)=C1/C[C@@]([H])(O)C[C@]([H])(O)C1=C
DB06402,DB06402,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O
DB06590,DB06590,[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC)\C1=NSC(NP(O)(O)=O)=N1)C([O-])=O
DB06636,DB06636,[H]C(C)(OC(=O)N(C)C1=C(COC(=O)CNC)C=CC=N1)[N+]1=CN(C[C@](O)(C2=C(F)C=CC(F)=C2)[C@@]([H])(C)C2=NC(=CS2)C2=CC=C(C=C2)C#N)N=C1
DB06690,DB06690,[N-]=[N+]=O
DB06697,DB06697,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4
DB06703,DB06703,OC[C@H](O)[C@H](CO)[N+]12CC[N+]3(CC([O-])=O)CC[N+]4(CC([O-])=O)CC[N+](CC([O-])=O)(CC1)[Gd-]234
DB06704,DB06704,NC(N)=NCC1=CC(I)=CC=C1
DB06705,DB06705,[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC(COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O
DB06708,DB06708,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1
DB06717,DB06717,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
DB06723,DB06723,[OH-].[OH-].[OH-].[Al+3]
DB06724,DB06724,[Ca++].[O-]C([O-])=O
DB06737,DB06737,CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1
DB06742,DB06742,NC1=C(Br)C=C(Br)C=C1CN[C@H]1CC[C@H](O)CC1
DB06762,DB06762,CC(N\C(NC#N)=N\C1=CC=NC=C1)C(C)(C)C
DB06767,DB06767,[NH4+].[Cl-]
DB06768,DB06768,[NH4+].CC(O)C([O-])=O
DB06769,DB06769,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl
DB06770,DB06770,OCC1=CC=CC=C1
DB06778,DB06778,[Cu++].[O-]S([O-])(=O)=O
DB06783,DB06783,[Fe+3].[Fe+3].[Fe+3].[Fe+3].N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N
DB06784,DB06784,[67Ga+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
DB06794,DB06794,OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N
DB06796,DB06796,[Mn++].CC1=C(O)C(CN(CCN(CC([O-])=O)CC2=CC(COP(O)(O)=O)=NC(C)=C2O)CC([O-])=O)=CC(COP(O)(O)=O)=N1
DB06797,DB06797,CCC(C)C(C)(COC(N)=O)COC(N)=O
DB06799,DB06799,C1N2CN3CN1CN(C2)C3
DB06801,DB06801,CCCCCCCC(=O)OCC(O)CO
DB06804,DB06804,CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1
DB06807,DB06807,NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1
DB06811,DB06811,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
DB06815,DB06815,[O-][N+]1=C(S)C=CC=C1
DB06816,DB06816,CN(C)C1=CC2=C(C=C1)[N+](C)=C(\C=C\C1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2
DB06820,DB06820,ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
DB06823,DB06823,CC(S)C(=O)NCC(O)=O
DB06824,DB06824,NCCNCCNCCN
DB06826,DB06826,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
DB08792,DB08792,CN(C(=O)C(Cl)Cl)C1=CC=C(O)C=C1
DB08796,DB08796,O=C(OCCOCCN1CCCCC1)N1C2=CC=CC=C2SC2=C1N=CC=C2
DB08797,DB08797,NC(=O)C1=CC=CC=C1O
DB08803,DB08803,CC(C)C1=C(OCC2=NCCN2)C=C(C)C=C1
DB08823,DB08823,[H][C@]1(C[C@@]2([H])C=C[C@@]3([H])[C@]4([H])CC(=O)O[C@@]([H])(CC)CCC[C@]([H])(O[C@@]5([H])CC[C@]([H])(N(C)C)[C@@]([H])(C)O5)[C@@]([H])(C)C(=O)C4=C[C@@]3([H])[C@]2([H])C1)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(OC)[C@@]([H])(OC)[C@@]1([H])OC.[H][C@]1(C[C@@]2([H])C(C)=C[C@@]3([H])[C@]4([H])CC(=O)O[C@@]([H])(CC)CCC[C@]([H])(O[C@@]5([H])CC[C@]([H])(N(C)C)[C@@]([H])(C)O5)[C@@]([H])(C)C(=O)C4=C[C@@]3([H])[C@]2([H])C1)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(OC)[C@@]([H])(OC)[C@@]1([H])OC
DB08824,DB08824,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C([123I])C=C1)C(=O)OC)N2CCCF
DB08826,DB08826,CN1C=CC(=O)C(O)=C1C
DB08834,DB08834,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C
DB08842,DB08842,CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C
DB08847,DB08847,O[C@H]1CN[C@@H](C1)C(O)=O
DB08884,DB08884,[Gd+3].[H][C@@](CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)(CC1=CC=C(OCC)C=C1)N(CC(O)=O)CC(O)=O
DB08887,DB08887,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
DB08905,DB08905,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C
DB08909,DB08909,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1
DB08913,DB08913,[Cl-].[Cl-].[223Ra++]
DB08924,DB08924,CC(CC1=CC=CC=C1)\N=C\C(Cl)(Cl)Cl
DB08928,DB08928,CC(=O)NC1=CC(=CC=C1O)[As]1SCC(CO)S1
DB08938,DB08938,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
DB08941,DB08941,C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1
DB08943,DB08943,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=C(Cl)C=CC=C1Cl
DB08944,DB08944,CC(C)[C@@](C[C@H](C)N(C)C)(C#N)C1=CC=CC=C1
DB08945,DB08945,OC(=O)C1=C(I)C(NC(=O)COCCOCCOCC(=O)NC2=C(I)C(C(O)=O)=C(I)C=C2I)=C(I)C=C1I
DB08946,DB08946,CCC(CC1=C(I)C(N)=C(I)C=C1I)C(O)=O
DB08947,DB08947,C[C@H](O)C(=O)NC1=C(I)C(C(=O)NC(CO)CO)=C(I)C(C(=O)NC(CO)CO)=C1I
DB08957,DB08957,OC(CNCCCCCCNCC(O)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1
DB08958,DB08958,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
DB08965,DB08965,[H]C1(OC(=O)[C@]([H])(C(C)C)N(C)C(=O)C([H])(OC(=O)[C@]([H])(C(C)C)N(C)C(=O)C([H])(OC(=O)[C@]([H])(C(C)C)N(C)C1=O)C(C)C)C(C)C)C(C)C
DB08966,DB08966,C\C(N(CC1=C(N)N=C(C)N=C1)C=O)=C(\CCO)SSCC1CCCO1
DB08967,DB08967,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(=O)(=O)N(C)C)N(C)C
DB08968,DB08968,CN(CC(=O)N1CCOCC1)CC1=C(Cl)C=CC=C1NC(=O)C1=CC=CC=C1
DB08970,DB08970,[H][C@@]12CC(=C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB08971,DB08971,[H][C@@]1(C)C[C@@]2([H])[C@]3([H])C[C@]([H])(F)C4=CC(=O)C=C[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]2(C)[C@@]1([H])C(=O)CO
DB08973,DB08973,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](Cl)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
DB08974,DB08974,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=C(F)C=C1
DB08976,DB08976,OCC(O)COC(=O)C1=CC=CC=C1NC1=CC=NC2=C(C=CC=C12)C(F)(F)F
DB08979,DB08979,O=C1NCC2(CCN(CCC3=CC=CC=C3)CC2)O1
DB08981,DB08981,OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1
DB08982,DB08982,[H]\C(C(=O)OCC)=C1\SC(N2CCCCC2)C(=O)N1C
DB08983,DB08983,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCOC(=O)C1=CN=CC=C1
DB08984,DB08984,OCCOCCOC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F
DB08987,DB08987,CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C
DB08988,DB08988,CCOC(=O)C1(CCCN(C)CC1)C1=CC=CC=C1
DB08990,DB08990,CCOC(CN1CCN(CC(C)C(=O)C2=CC=CC=C2)CC1)C1=CC=CC=C1
DB08991,DB08991,COC1=CC(C)=NN1C1=NC(C)=CC(OC)=N1
DB08992,DB08992,CCC1=CC=C(C=C1)C(=O)C(C)CN1CCCCC1
DB08993,DB08993,[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CNC1=O)NC(=O)C[C@@H](N)[C@H](O)CCN)=C\NC(N)=O
DB08994,DB08994,OCCN(CCO)C1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
DB08998,DB08998,CNCCON=C1C2=CC=CC=C2C=CC2=CC=CC=C12
DB09000,DB09000,CC(CN(C)C)CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C#N
DB09002,DB09002,ClC1=CC=C(C=C1)C(OCCN1CCCCC1)C1=CC=CC=C1
DB09003,DB09003,OC(=N)C1(CCN(CCCN2C3=CC=CC=C3CCC3=C2C=C(Cl)C=C3)CC1)N1CCCCC1
DB09008,DB09008,[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C([O-])=O
DB09009,DB09009,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC
DB09012,DB09012,CN1CC(O)C2=C\C(=N\NC(N)=O)C(=O)C=C12
DB09015,DB09015,[H][C@@]12CC[C@@](O)(CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C
DB09017,DB09017,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl
DB09019,DB09019,CN(CC1=CC(Br)=CC(Br)=C1N)C1CCCCC1
DB09020,DB09020,CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1
DB09021,DB09021,CNCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
DB09042,DB09042,CN1N=NC(=N1)C1=CC=C(C=N1)C1=CC=C(C=C1F)N1C[C@H](COP(O)(O)=O)OC1=O
DB09054,DB09054,[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1
DB09055,DB09055,CC1=[N+]([O-])C=C(N=C1)C(O)=O
DB09056,DB09056,[H]C(C)(CN1C[C@]([H])(C)O[C@]([H])(C)C1)CC1=CC=C(C=C1)C(C)(C)CC
DB09062,DB09062,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSC[C@@H](N)C(O)=O)OC)C(O)=O
DB09065,DB09065,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1
DB09072,DB09072,[Na+].OCCCC([O-])=O
DB09081,DB09081,COC1=C(OC)C(=O)C(CCCCCCCCCCCCO)=C(C)C1=O
DB09084,DB09084,CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12
DB09087,DB09087,[Al+3].[K+].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
DB09094,DB09094,COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O
DB09096,DB09096,O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1
DB09104,DB09104,[OH-].[OH-].[Mg++]
DB09110,DB09110,OS(=O)(=O)CCS
DB09114,DB09114,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
DB09115,DB09115,OC1=C2N=CC=CC2=C(I)C=C1I
DB09117,DB09117,CC1OC(C)OC(C)O1
DB09125,DB09125,[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
DB09132,DB09132,[Gd+3].OC(=O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1
DB09133,DB09133,CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
DB09134,DB09134,OCCN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
DB09135,DB09135,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCCO)=C1I
DB09136,DB09136,CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=CC(=CC=C1S(O)(=O)=O)S(O)(=O)=O
DB09137,DB09137,[99Tc].[H]OC(=O)C([H])([H])N(C([H])([H])C(=O)O[H])C([H])([H])C(=O)N([H])C1=C(C(Br)=C(C([H])=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
DB09138,DB09138,O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O
DB09139,DB09139,[99Tc].OC(P(O)(O)=O)P(O)(O)=O
DB09142,DB09142,CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
DB09144,DB09144,CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=CC(=O)NC1=O
DB09145,DB09145,O
DB09152,DB09152,N#N
DB09153,DB09153,[Na+].[Cl-]
DB09154,DB09154,[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
DB09155,DB09155,[He]
DB09156,DB09156,COCC(=O)NC1=C(I)C(C(=O)N(C)CC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
DB09157,DB09157,O=C=O
DB09158,DB09158,CC1=CC(=CC=C1\N=N\C1=C(C=C2C=C(C=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O)C1=CC(C)=C(C=C1)\N=N\C1=C(O)C2=C(N)C=C(C=C2C=C1S(O)(=O)=O)S(O)(=O)=O
DB09160,DB09160,O.O.[98Tc].CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC
DB09161,DB09161,[Tc+].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-]
DB09164,DB09164,[99Tc].CC(C)C1=CC=CC(C(C)C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
DB09197,DB09197,[H]N1N=C(CCN2CCN(CC2)C2=CC(Cl)=CC=C2)C=C1C
DB09210,DB09210,NC(=O)CN1CCCC1=O
DB09218,DB09218,CC1=C(NC2=C(C=CC=N2)C(O)=O)C=CC=C1Cl
DB09219,DB09219,OC1=CC=C(C=C1)C1(OC2=CC=CC=C2NC1=O)C1=CC=C(O)C=C1
DB09267,DB09267,[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O
DB09268,DB09268,OS(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS(O)(=O)=O)C=C1)C1=CC=CC=N1
DB09269,DB09269,OC(=O)CC1=CC=CC=C1
DB09276,DB09276,[Na+].[Na+].[O-]C(=O)CC(S[Au])C([O-])=O
DB09277,DB09277,[Cl-].C[N+](C)([11CH3])CCO
DB09278,DB09278,[C]
DB09281,DB09281,[Mg++].[Mg++].[O-][Si](=O)O[Si]([O-])([O-])O[Si]([O-])=O
DB09293,DB09293,[131I-]
